"","Origin","destination","Year","Value"
"Nigeria.ITA.2012","Nigeria","ITA",2012,"- -1"
"Senegal.ITA.2012","Senegal","ITA",2012,"2"
"Seychelles.ITA.2012","Seychelles","ITA",2012,"0"
"South Africa.ITA.2012","South Africa","ITA",2012,"68"
"Swaziland.ITA.2012","Swaziland","ITA",2012,"0"
"Togo.ITA.2012","Togo","ITA",2012,"0"
"China.ITA.2012","China","ITA",2012,"189"
"Hong Kong, China.ITA.2012","Hong Kong, China","ITA",2012,"151"
"Korea, Republic of.ITA.2012","Korea, Republic of","ITA",2012,"380"
"Taiwan Province of China.ITA.2012","Taiwan Province of China","ITA",2012,"53"
"Indonesia.ITA.2012","Indonesia","ITA",2012,"- -1"
"Malaysia.ITA.2012","Malaysia","ITA",2012,"4"
"Philippines.ITA.2012","Philippines","ITA",2012,"0"
"Singapore.ITA.2012","Singapore","ITA",2012,"1 087"
"Thailand.ITA.2012","Thailand","ITA",2012,"12"
"Viet Nam.ITA.2012","Viet Nam","ITA",2012,"2"
"Afghanistan.ITA.2012","Afghanistan","ITA",2012,"65"
"Bangladesh.ITA.2012","Bangladesh","ITA",2012,"0"
"India.ITA.2012","India","ITA",2012,"- -13"
"Iran, Islamic Republic of.ITA.2012","Iran, Islamic Republic of","ITA",2012,"0"
"Pakistan.ITA.2012","Pakistan","ITA",2012,"1"
"Sri Lanka.ITA.2012","Sri Lanka","ITA",2012,"- -63"
"Bahrain.ITA.2012","Bahrain","ITA",2012,"- -10"
"Jordan.ITA.2012","Jordan","ITA",2012,"0"
"Kuwait.ITA.2012","Kuwait","ITA",2012,"- -13"
"Lebanon.ITA.2012","Lebanon","ITA",2012,"0"
"Oman.ITA.2012","Oman","ITA",2012,"5"
"Qatar.ITA.2012","Qatar","ITA",2012,"- -49"
"Saudi Arabia.ITA.2012","Saudi Arabia","ITA",2012,"7"
"Syrian Arab Republic.ITA.2012","Syrian Arab Republic","ITA",2012,"0"
"Turkey.ITA.2012","Turkey","ITA",2012,"40"
"United Arab Emirates.ITA.2012","United Arab Emirates","ITA",2012,"- -3"
"Argentina.ITA.2012","Argentina","ITA",2012,"98"
"Bolivia, Plurinational State of.ITA.2012","Bolivia, Plurinational State of","ITA",2012,"3"
"Brazil.ITA.2012","Brazil","ITA",2012,"114"
"Chile.ITA.2012","Chile","ITA",2012,"241"
"Colombia.ITA.2012","Colombia","ITA",2012,"2"
"Ecuador.ITA.2012","Ecuador","ITA",2012,"3"
"Guyana.ITA.2012","Guyana","ITA",2012,"- -7"
"Peru.ITA.2012","Peru","ITA",2012,"4"
"Uruguay.ITA.2012","Uruguay","ITA",2012,"5"
"Venezuela, Bolivarian Rep. of.ITA.2012","Venezuela, Bolivarian Rep. of","ITA",2012,"- -3"
"Belize.ITA.2012","Belize","ITA",2012,"0"
"Costa Rica.ITA.2012","Costa Rica","ITA",2012,"11"
"Guatemala.ITA.2012","Guatemala","ITA",2012,"0"
"Mexico.ITA.2012","Mexico","ITA",2012,"14"
"Nicaragua.ITA.2012","Nicaragua","ITA",2012,"0"
"Panama.ITA.2012","Panama","ITA",2012,"7"
"Antigua and Barbuda.ITA.2012","Antigua and Barbuda","ITA",2012,"0"
"Aruba.ITA.2012","Aruba","ITA",2012,"1"
"Bahamas.ITA.2012","Bahamas","ITA",2012,"0"
"Barbados.ITA.2012","Barbados","ITA",2012,"2"
"British Virgin Islands.ITA.2012","British Virgin Islands","ITA",2012,"3"
"Cayman Islands.ITA.2012","Cayman Islands","ITA",2012,"16"
"Dominican Republic.ITA.2012","Dominican Republic","ITA",2012,"8"
"Netherlands Antilles.ITA.2012","Netherlands Antilles","ITA",2012,"2"
"Saint Kitts and Nevis.ITA.2012","Saint Kitts and Nevis","ITA",2012,"- -22"
"Trinidad and Tobago.ITA.2012","Trinidad and Tobago","ITA",2012,"0"
"Turks and Caicos Islands.ITA.2012","Turks and Caicos Islands","ITA",2012,"2"
"Albania.ITA.2012","Albania","ITA",2012,"- -50"
"Bosnia and Herzegovina.ITA.2012","Bosnia and Herzegovina","ITA",2012,"4"
"Montenegro.ITA.2012","Montenegro","ITA",2012,"0"
"Serbia.ITA.2012","Serbia","ITA",2012,"19"
"The FYR of Macedonia.ITA.2012","The FYR of Macedonia","ITA",2012,"0"
"Yugoslavia (former).ITA.2012","Yugoslavia (former)","ITA",2012,"0"
"CIS.ITA.2012","CIS","ITA",2012,"330"
"Moldova, Republic of.ITA.2012","Moldova, Republic of","ITA",2012,"4"
"Russian Federation.ITA.2012","Russian Federation","ITA",2012,"333"
"Ukraine.ITA.2012","Ukraine","ITA",2012,"- -8"
"Georgia.ITA.2012","Georgia","ITA",2012,"0"
"Belgium.JAM.2001","Belgium","JAM",2001,"0"
"Chile.JAM.2001","Chile","JAM",2001,"1"
"China.JAM.2001","China","JAM",2001,"0"
"Colombia.JAM.2001","Colombia","JAM",2001,"0"
"France.JAM.2001","France","JAM",2001,"0"
"Germany.JAM.2001","Germany","JAM",2001,"0"
"Israel.JAM.2001","Israel","JAM",2001,"1"
"Luxembourg.JAM.2001","Luxembourg","JAM",2001,"0"
"Spain.JAM.2001","Spain","JAM",2001,"0"
"United States.JAM.2001","United States","JAM",2001,"447"
"Belgium.JAM.2002","Belgium","JAM",2002,"0"
"Chile.JAM.2002","Chile","JAM",2002,"17"
"China.JAM.2002","China","JAM",2002,"0"
"Colombia.JAM.2002","Colombia","JAM",2002,"0"
"France.JAM.2002","France","JAM",2002,"0"
"Germany.JAM.2002","Germany","JAM",2002,"- -6"
"Israel.JAM.2002","Israel","JAM",2002,"0"
"Luxembourg.JAM.2002","Luxembourg","JAM",2002,"0"
"Spain.JAM.2002","Spain","JAM",2002,"0"
"United States.JAM.2002","United States","JAM",2002,"225"
"Belgium.JAM.2003","Belgium","JAM",2003,"0"
"Chile.JAM.2003","Chile","JAM",2003,"2"
"China.JAM.2003","China","JAM",2003,"0"
"Colombia.JAM.2003","Colombia","JAM",2003,"0"
"France.JAM.2003","France","JAM",2003,"3"
"Germany.JAM.2003","Germany","JAM",2003,"1"
"Israel.JAM.2003","Israel","JAM",2003,"- -3"
"Luxembourg.JAM.2003","Luxembourg","JAM",2003,"0"
"Spain.JAM.2003","Spain","JAM",2003,"0"
"United States.JAM.2003","United States","JAM",2003,"334"
"Belgium.JAM.2004","Belgium","JAM",2004,"0"
"Chile.JAM.2004","Chile","JAM",2004,"0"
"China.JAM.2004","China","JAM",2004,"0"
"Colombia.JAM.2004","Colombia","JAM",2004,"0"
"France.JAM.2004","France","JAM",2004,"6"
"Germany.JAM.2004","Germany","JAM",2004,"1"
"Israel.JAM.2004","Israel","JAM",2004,"0"
"Luxembourg.JAM.2004","Luxembourg","JAM",2004,"0"
"Spain.JAM.2004","Spain","JAM",2004,"0"
"United States.JAM.2004","United States","JAM",2004,"247"
"Belgium.JAM.2005","Belgium","JAM",2005,"0"
"Chile.JAM.2005","Chile","JAM",2005,"0"
"China.JAM.2005","China","JAM",2005,"0"
"Colombia.JAM.2005","Colombia","JAM",2005,"0"
"France.JAM.2005","France","JAM",2005,"- -5"
"Germany.JAM.2005","Germany","JAM",2005,"- -5"
"Israel.JAM.2005","Israel","JAM",2005,"0"
"Luxembourg.JAM.2005","Luxembourg","JAM",2005,"4"
"Spain.JAM.2005","Spain","JAM",2005,"0"
"United States.JAM.2005","United States","JAM",2005,"--2 441"
"Belgium.JAM.2006","Belgium","JAM",2006,"0"
"Chile.JAM.2006","Chile","JAM",2006,"0"
"China.JAM.2006","China","JAM",2006,"0"
"Colombia.JAM.2006","Colombia","JAM",2006,"0"
"France.JAM.2006","France","JAM",2006,"- -8"
"Germany.JAM.2006","Germany","JAM",2006,"0"
"Israel.JAM.2006","Israel","JAM",2006,"0"
"Luxembourg.JAM.2006","Luxembourg","JAM",2006,"24"
"Spain.JAM.2006","Spain","JAM",2006,"0"
"United States.JAM.2006","United States","JAM",2006,"- -82"
"Belgium.JAM.2007","Belgium","JAM",2007,"0"
"Chile.JAM.2007","Chile","JAM",2007,"0"
"China.JAM.2007","China","JAM",2007,"0"
"Colombia.JAM.2007","Colombia","JAM",2007,"0"
"France.JAM.2007","France","JAM",2007,"0"
"Germany.JAM.2007","Germany","JAM",2007,"1"
"Israel.JAM.2007","Israel","JAM",2007,"0"
"Luxembourg.JAM.2007","Luxembourg","JAM",2007,"14"
"Spain.JAM.2007","Spain","JAM",2007,"0"
"United States.JAM.2007","United States","JAM",2007,"-- 267"
"Belgium.JAM.2008","Belgium","JAM",2008,"0"
"Chile.JAM.2008","Chile","JAM",2008,"0"
"China.JAM.2008","China","JAM",2008,"2"
"Colombia.JAM.2008","Colombia","JAM",2008,"0"
"France.JAM.2008","France","JAM",2008,"0"
"Germany.JAM.2008","Germany","JAM",2008,"3"
"Israel.JAM.2008","Israel","JAM",2008,"0"
"Luxembourg.JAM.2008","Luxembourg","JAM",2008,"6"
"Spain.JAM.2008","Spain","JAM",2008,"0"
"United States.JAM.2008","United States","JAM",2008,"173"
"Belgium.JAM.2009","Belgium","JAM",2009,"-- 126"
"Chile.JAM.2009","Chile","JAM",2009,"0"
"China.JAM.2009","China","JAM",2009,"0"
"Colombia.JAM.2009","Colombia","JAM",2009,"0"
"France.JAM.2009","France","JAM",2009,"0"
"Germany.JAM.2009","Germany","JAM",2009,"3"
"Israel.JAM.2009","Israel","JAM",2009,"0"
"Luxembourg.JAM.2009","Luxembourg","JAM",2009,"0"
"Spain.JAM.2009","Spain","JAM",2009,"0"
"United States.JAM.2009","United States","JAM",2009,"-- 251"
"Belgium.JAM.2010","Belgium","JAM",2010,"0"
"Chile.JAM.2010","Chile","JAM",2010,"0"
"China.JAM.2010","China","JAM",2010,"2"
"Colombia.JAM.2010","Colombia","JAM",2010,"28"
"France.JAM.2010","France","JAM",2010,".."
"Germany.JAM.2010","Germany","JAM",2010,"0"
"Israel.JAM.2010","Israel","JAM",2010,"0"
"Luxembourg.JAM.2010","Luxembourg","JAM",2010,"0"
"Spain.JAM.2010","Spain","JAM",2010,"0"
"United States.JAM.2010","United States","JAM",2010,"- -22"
"Belgium.JAM.2011","Belgium","JAM",2011,"0"
"Chile.JAM.2011","Chile","JAM",2011,"0"
"China.JAM.2011","China","JAM",2011,"35"
"Colombia.JAM.2011","Colombia","JAM",2011,"- -17"
"France.JAM.2011","France","JAM",2011,".."
"Germany.JAM.2011","Germany","JAM",2011,"0"
"Israel.JAM.2011","Israel","JAM",2011,"0"
"Luxembourg.JAM.2011","Luxembourg","JAM",2011,"0"
"Spain.JAM.2011","Spain","JAM",2011,"0"
"United States.JAM.2011","United States","JAM",2011,"- -6"
"Belgium.JAM.2012","Belgium","JAM",2012,"0"
"Chile.JAM.2012","Chile","JAM",2012,"0"
"China.JAM.2012","China","JAM",2012,"36"
"Colombia.JAM.2012","Colombia","JAM",2012,"16"
"France.JAM.2012","France","JAM",2012,".."
"Germany.JAM.2012","Germany","JAM",2012,"0"
"Israel.JAM.2012","Israel","JAM",2012,"0"
"Luxembourg.JAM.2012","Luxembourg","JAM",2012,"0"
"Spain.JAM.2012","Spain","JAM",2012,"429"
"United States.JAM.2012","United States","JAM",2012,"0"
"Belgium.JOR.2001","Belgium","JOR",2001,"0"
"China.JOR.2001","China","JOR",2001,"0"
"Cyprus.JOR.2001","Cyprus","JOR",2001,"0"
"Denmark.JOR.2001","Denmark","JOR",2001,"0"
"France.JOR.2001","France","JOR",2001,"8"
"Germany.JOR.2001","Germany","JOR",2001,"4"
"Israel.JOR.2001","Israel","JOR",2001,"0"
"Italy.JOR.2001","Italy","JOR",2001,"0"
"Japan.JOR.2001","Japan","JOR",2001,"0"
"Korea, Republic of.JOR.2001","Korea, Republic of","JOR",2001,"2"
"Luxembourg.JOR.2001","Luxembourg","JOR",2001,"0"
"Morocco.JOR.2001","Morocco","JOR",2001,"0"
"Poland.JOR.2001","Poland","JOR",2001,"0"
"Qatar.JOR.2001","Qatar","JOR",2001,"0"
"Sweden.JOR.2001","Sweden","JOR",2001,"- -2"
"Turkey.JOR.2001","Turkey","JOR",2001,"0"
"United States.JOR.2001","United States","JOR",2001,".."
"Belgium.JOR.2002","Belgium","JOR",2002,"0"
"China.JOR.2002","China","JOR",2002,"0"
"Cyprus.JOR.2002","Cyprus","JOR",2002,".."
"Denmark.JOR.2002","Denmark","JOR",2002,"0"
"France.JOR.2002","France","JOR",2002,"13"
"Germany.JOR.2002","Germany","JOR",2002,"0"
"Israel.JOR.2002","Israel","JOR",2002,"1"
"Italy.JOR.2002","Italy","JOR",2002,"0"
"Japan.JOR.2002","Japan","JOR",2002,"0"
"Korea, Republic of.JOR.2002","Korea, Republic of","JOR",2002,"3"
"Luxembourg.JOR.2002","Luxembourg","JOR",2002,"1"
"Morocco.JOR.2002","Morocco","JOR",2002,"0"
"Poland.JOR.2002","Poland","JOR",2002,"0"
"Qatar.JOR.2002","Qatar","JOR",2002,"0"
"Sweden.JOR.2002","Sweden","JOR",2002,"- -1"
"Turkey.JOR.2002","Turkey","JOR",2002,"1"
"United States.JOR.2002","United States","JOR",2002,"0"
"Belgium.JOR.2003","Belgium","JOR",2003,"0"
"China.JOR.2003","China","JOR",2003,"0"
"Cyprus.JOR.2003","Cyprus","JOR",2003,"0"
"Denmark.JOR.2003","Denmark","JOR",2003,"0"
"France.JOR.2003","France","JOR",2003,"14"
"Germany.JOR.2003","Germany","JOR",2003,"1"
"Israel.JOR.2003","Israel","JOR",2003,"0"
"Italy.JOR.2003","Italy","JOR",2003,"0"
"Japan.JOR.2003","Japan","JOR",2003,"0"
"Korea, Republic of.JOR.2003","Korea, Republic of","JOR",2003,"0"
"Luxembourg.JOR.2003","Luxembourg","JOR",2003,"9"
"Morocco.JOR.2003","Morocco","JOR",2003,"0"
"Poland.JOR.2003","Poland","JOR",2003,"0"
"Qatar.JOR.2003","Qatar","JOR",2003,"0"
"Sweden.JOR.2003","Sweden","JOR",2003,"- -1"
"Turkey.JOR.2003","Turkey","JOR",2003,"0"
"United States.JOR.2003","United States","JOR",2003,"0"
"Belgium.JOR.2004","Belgium","JOR",2004,"0"
"China.JOR.2004","China","JOR",2004,"0"
"Cyprus.JOR.2004","Cyprus","JOR",2004,"0"
"Denmark.JOR.2004","Denmark","JOR",2004,"0"
"France.JOR.2004","France","JOR",2004,"34"
"Germany.JOR.2004","Germany","JOR",2004,"2"
"Israel.JOR.2004","Israel","JOR",2004,"0"
"Italy.JOR.2004","Italy","JOR",2004,"0"
"Japan.JOR.2004","Japan","JOR",2004,"0"
"Korea, Republic of.JOR.2004","Korea, Republic of","JOR",2004,"1"
"Luxembourg.JOR.2004","Luxembourg","JOR",2004,"0"
"Morocco.JOR.2004","Morocco","JOR",2004,"0"
"Poland.JOR.2004","Poland","JOR",2004,"0"
"Qatar.JOR.2004","Qatar","JOR",2004,"0"
"Sweden.JOR.2004","Sweden","JOR",2004,"- -1"
"Turkey.JOR.2004","Turkey","JOR",2004,"0"
"United States.JOR.2004","United States","JOR",2004,".."
"Belgium.JOR.2005","Belgium","JOR",2005,"0"
"China.JOR.2005","China","JOR",2005,"1"
"Cyprus.JOR.2005","Cyprus","JOR",2005,"0"
"Denmark.JOR.2005","Denmark","JOR",2005,"- -24"
"France.JOR.2005","France","JOR",2005,"22"
"Germany.JOR.2005","Germany","JOR",2005,"5"
"Israel.JOR.2005","Israel","JOR",2005,"0"
"Italy.JOR.2005","Italy","JOR",2005,"0"
"Japan.JOR.2005","Japan","JOR",2005,"0"
"Korea, Republic of.JOR.2005","Korea, Republic of","JOR",2005,"0"
"Luxembourg.JOR.2005","Luxembourg","JOR",2005,"- -2"
"Morocco.JOR.2005","Morocco","JOR",2005,"0"
"Poland.JOR.2005","Poland","JOR",2005,"0"
"Qatar.JOR.2005","Qatar","JOR",2005,"0"
"Sweden.JOR.2005","Sweden","JOR",2005,"- -2"
"Turkey.JOR.2005","Turkey","JOR",2005,"0"
"United States.JOR.2005","United States","JOR",2005,"6"
"Belgium.JOR.2006","Belgium","JOR",2006,"0"
"China.JOR.2006","China","JOR",2006,"- -6"
"Cyprus.JOR.2006","Cyprus","JOR",2006,"0"
"Denmark.JOR.2006","Denmark","JOR",2006,"13"
"France.JOR.2006","France","JOR",2006,"- -21"
"Germany.JOR.2006","Germany","JOR",2006,"6"
"Israel.JOR.2006","Israel","JOR",2006,"3"
"Italy.JOR.2006","Italy","JOR",2006,"0"
"Japan.JOR.2006","Japan","JOR",2006,"0"
"Korea, Republic of.JOR.2006","Korea, Republic of","JOR",2006,"- -1"
"Luxembourg.JOR.2006","Luxembourg","JOR",2006,"0"
"Morocco.JOR.2006","Morocco","JOR",2006,"0"
"Poland.JOR.2006","Poland","JOR",2006,"0"
"Qatar.JOR.2006","Qatar","JOR",2006,"0"
"Sweden.JOR.2006","Sweden","JOR",2006,".."
"Turkey.JOR.2006","Turkey","JOR",2006,"0"
"United States.JOR.2006","United States","JOR",2006,"37"
"Belgium.JOR.2007","Belgium","JOR",2007,"0"
"China.JOR.2007","China","JOR",2007,"1"
"Cyprus.JOR.2007","Cyprus","JOR",2007,"0"
"Denmark.JOR.2007","Denmark","JOR",2007,"0"
"France.JOR.2007","France","JOR",2007,"25"
"Germany.JOR.2007","Germany","JOR",2007,"8"
"Israel.JOR.2007","Israel","JOR",2007,"0"
"Italy.JOR.2007","Italy","JOR",2007,"0"
"Japan.JOR.2007","Japan","JOR",2007,"6"
"Korea, Republic of.JOR.2007","Korea, Republic of","JOR",2007,"0"
"Luxembourg.JOR.2007","Luxembourg","JOR",2007,"11"
"Morocco.JOR.2007","Morocco","JOR",2007,"0"
"Poland.JOR.2007","Poland","JOR",2007,"0"
"Qatar.JOR.2007","Qatar","JOR",2007,"0"
"Sweden.JOR.2007","Sweden","JOR",2007,".."
"Turkey.JOR.2007","Turkey","JOR",2007,"0"
"United States.JOR.2007","United States","JOR",2007,"79"
"Belgium.JOR.2008","Belgium","JOR",2008,"0"
"China.JOR.2008","China","JOR",2008,"- -2"
"Cyprus.JOR.2008","Cyprus","JOR",2008,".."
"Denmark.JOR.2008","Denmark","JOR",2008,"0"
"France.JOR.2008","France","JOR",2008,"32"
"Germany.JOR.2008","Germany","JOR",2008,"1"
"Israel.JOR.2008","Israel","JOR",2008,"0"
"Italy.JOR.2008","Italy","JOR",2008,"258"
"Japan.JOR.2008","Japan","JOR",2008,"0"
"Korea, Republic of.JOR.2008","Korea, Republic of","JOR",2008,"5"
"Luxembourg.JOR.2008","Luxembourg","JOR",2008,"- -12"
"Morocco.JOR.2008","Morocco","JOR",2008,"0"
"Poland.JOR.2008","Poland","JOR",2008,"0"
"Qatar.JOR.2008","Qatar","JOR",2008,"0"
"Sweden.JOR.2008","Sweden","JOR",2008,"- -1"
"Turkey.JOR.2008","Turkey","JOR",2008,"0"
"United States.JOR.2008","United States","JOR",2008,"32"
"Belgium.JOR.2009","Belgium","JOR",2009,"0"
"China.JOR.2009","China","JOR",2009,"0"
"Cyprus.JOR.2009","Cyprus","JOR",2009,"3"
"Denmark.JOR.2009","Denmark","JOR",2009,"0"
"France.JOR.2009","France","JOR",2009,"31"
"Germany.JOR.2009","Germany","JOR",2009,"0"
"Israel.JOR.2009","Israel","JOR",2009,"0"
"Italy.JOR.2009","Italy","JOR",2009,"- -13"
"Japan.JOR.2009","Japan","JOR",2009,"4"
"Korea, Republic of.JOR.2009","Korea, Republic of","JOR",2009,"0"
"Luxembourg.JOR.2009","Luxembourg","JOR",2009,"0"
"Morocco.JOR.2009","Morocco","JOR",2009,"7"
"Poland.JOR.2009","Poland","JOR",2009,"0"
"Qatar.JOR.2009","Qatar","JOR",2009,"-- 140"
"Sweden.JOR.2009","Sweden","JOR",2009,"- -1"
"Turkey.JOR.2009","Turkey","JOR",2009,"2"
"United States.JOR.2009","United States","JOR",2009,"6"
"Belgium.JOR.2010","Belgium","JOR",2010,"0"
"China.JOR.2010","China","JOR",2010,"0"
"Cyprus.JOR.2010","Cyprus","JOR",2010,"0"
"Denmark.JOR.2010","Denmark","JOR",2010,"0"
"France.JOR.2010","France","JOR",2010,"- -37"
"Germany.JOR.2010","Germany","JOR",2010,"0"
"Israel.JOR.2010","Israel","JOR",2010,"0"
"Italy.JOR.2010","Italy","JOR",2010,"308"
"Japan.JOR.2010","Japan","JOR",2010,"0"
"Korea, Republic of.JOR.2010","Korea, Republic of","JOR",2010,"0"
"Luxembourg.JOR.2010","Luxembourg","JOR",2010,"0"
"Morocco.JOR.2010","Morocco","JOR",2010,"0"
"Poland.JOR.2010","Poland","JOR",2010,"0"
"Qatar.JOR.2010","Qatar","JOR",2010,"0"
"Sweden.JOR.2010","Sweden","JOR",2010,"0"
"Turkey.JOR.2010","Turkey","JOR",2010,"0"
"United States.JOR.2010","United States","JOR",2010,"5"
"Belgium.JOR.2011","Belgium","JOR",2011,"1"
"China.JOR.2011","China","JOR",2011,"0"
"Cyprus.JOR.2011","Cyprus","JOR",2011,"0"
"Denmark.JOR.2011","Denmark","JOR",2011,"0"
"France.JOR.2011","France","JOR",2011,"- -28"
"Germany.JOR.2011","Germany","JOR",2011,"0"
"Israel.JOR.2011","Israel","JOR",2011,"0"
"Italy.JOR.2011","Italy","JOR",2011,"134"
"Japan.JOR.2011","Japan","JOR",2011,"- -3"
"Korea, Republic of.JOR.2011","Korea, Republic of","JOR",2011,"0"
"Luxembourg.JOR.2011","Luxembourg","JOR",2011,"0"
"Morocco.JOR.2011","Morocco","JOR",2011,"0"
"Poland.JOR.2011","Poland","JOR",2011,"0"
"Qatar.JOR.2011","Qatar","JOR",2011,"0"
"Sweden.JOR.2011","Sweden","JOR",2011,"0"
"Turkey.JOR.2011","Turkey","JOR",2011,"1"
"United States.JOR.2011","United States","JOR",2011,"46"
"Belgium.JOR.2012","Belgium","JOR",2012,"3"
"China.JOR.2012","China","JOR",2012,"10"
"Cyprus.JOR.2012","Cyprus","JOR",2012,"0"
"Denmark.JOR.2012","Denmark","JOR",2012,"0"
"France.JOR.2012","France","JOR",2012,"1"
"Germany.JOR.2012","Germany","JOR",2012,"0"
"Israel.JOR.2012","Israel","JOR",2012,"0"
"Italy.JOR.2012","Italy","JOR",2012,"1"
"Japan.JOR.2012","Japan","JOR",2012,"- -46"
"Korea, Republic of.JOR.2012","Korea, Republic of","JOR",2012,"0"
"Luxembourg.JOR.2012","Luxembourg","JOR",2012,"0"
"Morocco.JOR.2012","Morocco","JOR",2012,"0"
"Poland.JOR.2012","Poland","JOR",2012,"1"
"Qatar.JOR.2012","Qatar","JOR",2012,"0"
"Sweden.JOR.2012","Sweden","JOR",2012,"- -2"
"Turkey.JOR.2012","Turkey","JOR",2012,"1"
"United States.JOR.2012","United States","JOR",2012,"0"
"Austria.JPN.2001","Austria","JPN",2001,"0"
"Belgium.JPN.2001","Belgium","JPN",2001,"179"
"Cyprus.JPN.2001","Cyprus","JPN",2001,"0"
"Denmark.JPN.2001","Denmark","JPN",2001,"0"
"Finland.JPN.2001","Finland","JPN",2001,"0"
"France.JPN.2001","France","JPN",2001,"424"
"Germany.JPN.2001","Germany","JPN",2001,"243"
"Greece.JPN.2001","Greece","JPN",2001,"0"
"Hungary.JPN.2001","Hungary","JPN",2001,"0"
"Ireland.JPN.2001","Ireland","JPN",2001,"0"
"Italy.JPN.2001","Italy","JPN",2001,"383"
"Luxembourg.JPN.2001","Luxembourg","JPN",2001,"75"
"Netherlands.JPN.2001","Netherlands","JPN",2001,"2 556"
"Poland.JPN.2001","Poland","JPN",2001,"0"
"Portugal.JPN.2001","Portugal","JPN",2001,"0"
"Spain.JPN.2001","Spain","JPN",2001,"- -2"
"Sweden.JPN.2001","Sweden","JPN",2001,"249"
"United Kingdom.JPN.2001","United Kingdom","JPN",2001,"--1 219"
"Gibraltar.JPN.2001","Gibraltar","JPN",2001,"0"
"Guernsey.JPN.2001","Guernsey","JPN",2001,"0"
"Iceland.JPN.2001","Iceland","JPN",2001,"0"
"Jersey.JPN.2001","Jersey","JPN",2001,"0"
"Liechtenstein.JPN.2001","Liechtenstein","JPN",2001,"0"
"Monaco.JPN.2001","Monaco","JPN",2001,"0"
"Norway.JPN.2001","Norway","JPN",2001,"0"
"Switzerland.JPN.2001","Switzerland","JPN",2001,"128"
"Canada.JPN.2001","Canada","JPN",2001,"758"
"United States.JPN.2001","United States","JPN",2001,"3 495"
"Australia.JPN.2001","Australia","JPN",2001,"13"
"Bermuda.JPN.2001","Bermuda","JPN",2001,"0"
"Israel.JPN.2001","Israel","JPN",2001,"0"
"New Zealand.JPN.2001","New Zealand","JPN",2001,"- -1"
"Liberia.JPN.2001","Liberia","JPN",2001,"0"
"Mauritius.JPN.2001","Mauritius","JPN",2001,"0"
"Uganda.JPN.2001","Uganda","JPN",2001,"0"
"China.JPN.2001","China","JPN",2001,"1"
"Hong Kong, China.JPN.2001","Hong Kong, China","JPN",2001,"94"
"Korea, Republic of.JPN.2001","Korea, Republic of","JPN",2001,"38"
"Macao, China.JPN.2001","Macao, China","JPN",2001,"0"
"Mongolia.JPN.2001","Mongolia","JPN",2001,"0"
"Taiwan Province of China.JPN.2001","Taiwan Province of China","JPN",2001,"165"
"Brunei Darussalam.JPN.2001","Brunei Darussalam","JPN",2001,"0"
"Indonesia.JPN.2001","Indonesia","JPN",2001,"0"
"Malaysia.JPN.2001","Malaysia","JPN",2001,"12"
"Myanmar.JPN.2001","Myanmar","JPN",2001,"0"
"Philippines.JPN.2001","Philippines","JPN",2001,"0"
"Singapore.JPN.2001","Singapore","JPN",2001,"20"
"Thailand.JPN.2001","Thailand","JPN",2001,"-- 195"
"Viet Nam.JPN.2001","Viet Nam","JPN",2001,"0"
"India.JPN.2001","India","JPN",2001,"1"
"Iran, Islamic Republic of.JPN.2001","Iran, Islamic Republic of","JPN",2001,"0"
"Nepal.JPN.2001","Nepal","JPN",2001,"0"
"Pakistan.JPN.2001","Pakistan","JPN",2001,"0"
"Kuwait.JPN.2001","Kuwait","JPN",2001,"0"
"Oman.JPN.2001","Oman","JPN",2001,"0"
"Saudi Arabia.JPN.2001","Saudi Arabia","JPN",2001,"- -11"
"United Arab Emirates.JPN.2001","United Arab Emirates","JPN",2001,"0"
"Argentina.JPN.2001","Argentina","JPN",2001,"0"
"Bolivia, Plurinational State of.JPN.2001","Bolivia, Plurinational State of","JPN",2001,"0"
"Brazil.JPN.2001","Brazil","JPN",2001,"0"
"Colombia.JPN.2001","Colombia","JPN",2001,"0"
"Mexico.JPN.2001","Mexico","JPN",2001,"0"
"Panama.JPN.2001","Panama","JPN",2001,"0"
"Anguilla.JPN.2001","Anguilla","JPN",2001,"0"
"Bahamas.JPN.2001","Bahamas","JPN",2001,"0"
"Barbados.JPN.2001","Barbados","JPN",2001,"0"
"British Virgin Islands.JPN.2001","British Virgin Islands","JPN",2001,"0"
"Cayman Islands.JPN.2001","Cayman Islands","JPN",2001,"--1 050"
"Netherlands Antilles.JPN.2001","Netherlands Antilles","JPN",2001,"0"
"US Virgin Islands.JPN.2001","US Virgin Islands","JPN",2001,"0"
"American Samoa.JPN.2001","American Samoa","JPN",2001,"0"
"French Polynesia.JPN.2001","French Polynesia","JPN",2001,"0"
"Samoa.JPN.2001","Samoa","JPN",2001,"0"
"Vanuatu.JPN.2001","Vanuatu","JPN",2001,"0"
"CIS.JPN.2001","CIS","JPN",2001,"4"
"Russian Federation.JPN.2001","Russian Federation","JPN",2001,"4"
"Austria.JPN.2002","Austria","JPN",2002,"0"
"Belgium.JPN.2002","Belgium","JPN",2002,"49"
"Cyprus.JPN.2002","Cyprus","JPN",2002,"0"
"Denmark.JPN.2002","Denmark","JPN",2002,"0"
"Finland.JPN.2002","Finland","JPN",2002,"0"
"France.JPN.2002","France","JPN",2002,"2 303"
"Germany.JPN.2002","Germany","JPN",2002,"555"
