"","Destination","Dest.Code","Origin","Origin.Code","Year","Value"
"7231","Bulgaria","BGR","Portugal","PRT",2010,9
"7246","Bulgaria","BGR","Japan","JPN",2010,24
"7269","Bulgaria","BGR","Viet Nam","VNM",2010,-2
"7277","Bulgaria","BGR","Venezuela, Bolivarian Rep. of","VEN",2010,0
"7281","Bulgaria","BGR","CIS",NA,2010,266
"7285","Bulgaria","BGR","The FYR of Macedonia","MKD",2010,-9
"7301","Bulgaria","BGR","Monaco","MCO",2010,2
"7315","Bulgaria","BGR","Sweden","SWE",2010,19
"7316","Bulgaria","BGR","Kazakhstan","KAZ",2010,-5
"7324","Bulgaria","BGR","United States","USA",2010,10
"7342","Bulgaria","BGR","Malta","MLT",2010,23
"7346","Bulgaria","BGR","Chile","CHL",2010,0
"7353","Bulgaria","BGR","Iceland","ISL",2010,-3
"7364","Bulgaria","BGR","Austria","AUT",2010,-866
"7370","Bulgaria","BGR","Canada","CAN",2010,1
"7375","Bulgaria","BGR","Turks and Caicos Islands","TCA",2010,0
"7386","Bulgaria","BGR","Czech Republic","CZE",2010,130
"7393","Bulgaria","BGR","Ukraine","UKR",2010,1
"7396","Bulgaria","BGR","Serbia and Montenegro","SRB",2010,0
"7412","Bulgaria","BGR","Argentina","ARG",2010,-1
"7427","Bulgaria","BGR","Colombia","COL",2010,0
"7459","Bulgaria","BGR","Croatia","HRV",2010,3
"7486","Bulgaria","BGR","Kyrgyzstan","KGZ",2010,0
"7492","Bulgaria","BGR","India","IND",2010,-33
"7495","Bulgaria","BGR","Belgium","BEL",2010,300
"7512","Bulgaria","BGR","Seychelles","SYC",2010,33
"6109","Bulgaria","BGR","United Arab Emirates","ARE",2011,53
"6112","Bulgaria","BGR","Liechtenstein","LIE",2011,-8
"6117","Bulgaria","BGR","Croatia","HRV",2011,2
"6119","Bulgaria","BGR","Poland","POL",2011,-22
"6122","Bulgaria","BGR","Serbia and Montenegro","SRB",2011,0
"6142","Bulgaria","BGR","Viet Nam","VNM",2011,0
"6149","Bulgaria","BGR","Liberia","LBR",2011,0
"6155","Bulgaria","BGR","Brazil","BRA",2011,-1
"6161","Bulgaria","BGR","Andorra","AND",2011,0
"6165","Bulgaria","BGR","Japan","JPN",2011,-26
"6190","Bulgaria","BGR","South Africa","ZAF",2011,1
"6195","Bulgaria","BGR","Serbia","SRB",2011,75
"6199","Bulgaria","BGR","Marshall Islands","MHL",2011,20
"6201","Bulgaria","BGR","New Zealand","NZL",2011,0
"6216","Bulgaria","BGR","Ireland","IRL",2011,8
"6218","Bulgaria","BGR","Sweden","SWE",2011,-31
"6219","Bulgaria","BGR","Netherlands Antilles","ANT",2011,0
"6245","Bulgaria","BGR","Egypt","EGY",2011,2
"6264","Bulgaria","BGR","Belarus","BLR",2011,1
"6276","Bulgaria","BGR","Trinidad and Tobago","TTO",2011,-1
"6312","Bulgaria","BGR","Morocco","MAR",2011,0
"6313","Bulgaria","BGR","Venezuela, Bolivarian Rep. of","VEN",2011,0
"6322","Bulgaria","BGR","Guernsey","GGY",2011,-1
"6330","Bulgaria","BGR","Bahrain","BHR",2011,0
"6348","Bulgaria","BGR","Estonia","EST",2011,-4
"6355","Bulgaria","BGR","Latvia","LVA",2011,2
"6374","Bulgaria","BGR","Bangladesh","BGD",2011,0
"6377","Bulgaria","BGR","Malta","MLT",2011,-61
"6381","Bulgaria","BGR","Sierra Leone","SLE",2011,0
"6388","Bulgaria","BGR","United States","USA",2011,190
"6405","Bulgaria","BGR","Portugal","PRT",2011,0
"6424","Bulgaria","BGR","Niger","NER",2011,-1
"6444","Bulgaria","BGR","Dominican Republic","DOM",2011,-2
"6454","Bulgaria","BGR","Costa Rica","CRI",2011,1
"6495","Bulgaria","BGR","Iraq","IRQ",2011,4
"6506","Bulgaria","BGR","Nigeria","NGA",2011,6
"6515","Bulgaria","BGR","Netherlands","NLD",2011,-7
"6536","Bulgaria","BGR","Jersey","JEY",2011,2
"6564","Bulgaria","BGR","Australia","AUS",2011,2
"6567","Bulgaria","BGR","Azerbaijan","AZE",2011,1
"6577","Bulgaria","BGR","Antigua and Barbuda","ATG",2011,-7
"6591","Bulgaria","BGR","British Virgin Islands","VGB",2011,104
"6601","Bulgaria","BGR","Ukraine","UKR",2011,6
"6632","Bulgaria","BGR","China","CHN",2011,68
"6633","Bulgaria","BGR","Seychelles","SYC",2011,49
"6647","Bulgaria","BGR","Lebanon","LBN",2011,-3
"6656","Bulgaria","BGR","Cayman Islands","CYM",2011,-10
"6666","Bulgaria","BGR","Belize","BLZ",2011,26
"6684","Bulgaria","BGR","Hong Kong, China","HKG",2011,57
"6691","Bulgaria","BGR","Turkey","TUR",2011,22
"6704","Bulgaria","BGR","Kyrgyzstan","KGZ",2011,0
"6725","Bulgaria","BGR","United Kingdom","GBR",2011,-415
"6741","Bulgaria","BGR","Luxembourg","LUX",2011,278
"6744","Bulgaria","BGR","Syrian Arab Republic","SYR",2011,-2
"6765","Bulgaria","BGR","Anguilla","AIA",2011,-3
"6776","Bulgaria","BGR","India","IND",2011,-5
"6780","Bulgaria","BGR","Gibraltar","GIB",2011,3
"6790","Bulgaria","BGR","Georgia","GEO",2011,-1
"6810","Bulgaria","BGR","US Virgin Islands","VIR",2011,-3
"6838","Bulgaria","BGR","Jordan","JOR",2011,0
"6842","Bulgaria","BGR","Indonesia","IDN",2011,0
"6850","Bulgaria","BGR","Guam","GUM",2011,0
"6855","Bulgaria","BGR","Malaysia","MYS",2011,0
"6856","Bulgaria","BGR","Romania","ROU",2011,25
"6870","Bulgaria","BGR","Korea, Republic of","KOR",2011,29
"6885","Bulgaria","BGR","Aruba","ABW",2011,0
"6887","Bulgaria","BGR","Uzbekistan","UZB",2011,1
"6901","Bulgaria","BGR","Saudi Arabia","SAU",2011,-1
"6904","Bulgaria","BGR","The FYR of Macedonia","MKD",2011,-16
"6910","Bulgaria","BGR","French Polynesia","PYF",2011,0
"6911","Bulgaria","BGR","Finland","FIN",2011,17
"6918","Bulgaria","BGR","Hungary","HUN",2011,-129
"6922","Bulgaria","BGR","Armenia","ARM",2011,3
"6950","Bulgaria","BGR","Czech Republic","CZE",2011,15
"6953","Bulgaria","BGR","Albania","ALB",2011,1
"6969","Bulgaria","BGR","Lithuania","LTU",2011,-20
"6983","Bulgaria","BGR","Austria","AUT",2011,814
"7003","Bulgaria","BGR","Slovenia","SVN",2011,5
"7011","Bulgaria","BGR","Denmark","DNK",2011,17
"7021","Bulgaria","BGR","Chile","CHL",2011,-17
"7038","Bulgaria","BGR","Oman","OMN",2011,1
"7051","Bulgaria","BGR","Argentina","ARG",2011,0
"7082","Bulgaria","BGR","CIS",NA,2011,305
"7122","Bulgaria","BGR","Bosnia and Herzegovina","BIH",2011,-1
"7142","Bulgaria","BGR","Iran, Islamic Republic of","IRN",2011,1
"7151","Bulgaria","BGR","Panama","PAN",2011,16
"7156","Bulgaria","BGR","Iceland","ISL",2011,-2
"7165","Bulgaria","BGR","Norway","NOR",2011,-12
"7167","Bulgaria","BGR","Guatemala","GTM",2011,0
"7188","Bulgaria","BGR","Bahamas","BHS",2011,4
"7206","Bulgaria","BGR","Monaco","MCO",2011,1
"7238","Bulgaria","BGR","Switzerland","CHE",2011,56
"7244","Bulgaria","BGR","Colombia","COL",2011,0
"7248","Bulgaria","BGR","Israel","ISR",2011,1
"7251","Bulgaria","BGR","Russian Federation","RUS",2011,288
"7252","Bulgaria","BGR","Singapore","SGP",2011,-1
"7258","Bulgaria","BGR","Montenegro","MNE",2011,0
"7282","Bulgaria","BGR","Namibia","NAM",2011,1
"7283","Bulgaria","BGR","Slovakia","SVK",2011,1
"7296","Bulgaria","BGR","New Caledonia","NCL",2011,0
"7298","Bulgaria","BGR","Bermuda","BMU",2011,0
"7300","Bulgaria","BGR","Turks and Caicos Islands","TCA",2011,0
"7306","Bulgaria","BGR","Kuwait","KWT",2011,38
"7312","Bulgaria","BGR","Spain","ESP",2011,-37
"7319","Bulgaria","BGR","Saint Kitts and Nevis","KNA",2011,3
"7325","Bulgaria","BGR","Canada","CAN",2011,-1
"7327","Bulgaria","BGR","Cyprus","CYP",2011,135
"7339","Bulgaria","BGR","Germany","DEU",2011,-64
"7340","Bulgaria","BGR","Kazakhstan","KAZ",2011,6
"7344","Bulgaria","BGR","Thailand","THA",2011,0
"7357","Bulgaria","BGR","Samoa","WSM",2011,0
"7365","Bulgaria","BGR","Isle of Man","IMN",2011,-15
"7410","Bulgaria","BGR","Moldova, Republic of","MDA",2011,-1
"7422","Bulgaria","BGR","Italy","ITA",2011,143
"7423","Bulgaria","BGR","Mexico","MEX",2011,-1
"7480","Bulgaria","BGR","France","FRA",2011,122
"7502","Bulgaria","BGR","Greece","GRC",2011,0
"7511","Bulgaria","BGR","Belgium","BEL",2011,75
"6154","Bulgaria","BGR","Gibraltar","GIB",2012,1
"6157","Bulgaria","BGR","Marshall Islands","MHL",2012,11
"6158","Bulgaria","BGR","Iraq","IRQ",2012,0
"6163","Bulgaria","BGR","Serbia","SRB",2012,46
"6174","Bulgaria","BGR","Bangladesh","BGD",2012,0
"6192","Bulgaria","BGR","Netherlands Antilles","ANT",2012,0
"6203","Bulgaria","BGR","Sierra Leone","SLE",2012,0
"6237","Bulgaria","BGR","Denmark","DNK",2012,1
"6252","Bulgaria","BGR","South Africa","ZAF",2012,1
"6268","Bulgaria","BGR","Switzerland","CHE",2012,268
"6272","Bulgaria","BGR","Dominican Republic","DOM",2012,0
"6297","Bulgaria","BGR","Turks and Caicos Islands","TCA",2012,0
"6307","Bulgaria","BGR","Austria","AUT",2012,-149
"6325","Bulgaria","BGR","Samoa","WSM",2012,0
"6334","Bulgaria","BGR","Niger","NER",2012,0
"6343","Bulgaria","BGR","Costa Rica","CRI",2012,0
"6356","Bulgaria","BGR","Indonesia","IDN",2012,0
"6360","Bulgaria","BGR","Argentina","ARG",2012,1
"6361","Bulgaria","BGR","Ireland","IRL",2012,-29
"6385","Bulgaria","BGR","Japan","JPN",2012,4
"6391","Bulgaria","BGR","Israel","ISR",2012,8
"6406","Bulgaria","BGR","Belize","BLZ",2012,-22
"6412","Bulgaria","BGR","Australia","AUS",2012,2
"6417","Bulgaria","BGR","Bahamas","BHS",2012,-1
"6419","Bulgaria","BGR","China","CHN",2012,20
"6445","Bulgaria","BGR","Venezuela, Bolivarian Rep. of","VEN",2012,0
"6455","Bulgaria","BGR","Iceland","ISL",2012,-2
"6469","Bulgaria","BGR","Syrian Arab Republic","SYR",2012,0
"6470","Bulgaria","BGR","Canada","CAN",2012,-1
"6479","Bulgaria","BGR","New Caledonia","NCL",2012,0
"6525","Bulgaria","BGR","Armenia","ARM",2012,2
"6535","Bulgaria","BGR","Portugal","PRT",2012,3
"6541","Bulgaria","BGR","US Virgin Islands","VIR",2012,9
"6554","Bulgaria","BGR","Colombia","COL",2012,0
"6590","Bulgaria","BGR","Poland","POL",2012,19
"6593","Bulgaria","BGR","Lithuania","LTU",2012,17
"6596","Bulgaria","BGR","Belgium","BEL",2012,59
"6599","Bulgaria","BGR","Uzbekistan","UZB",2012,0
"6611","Bulgaria","BGR","Italy","ITA",2012,65
"6628","Bulgaria","BGR","Viet Nam","VNM",2012,0
"6634","Bulgaria","BGR","Belarus","BLR",2012,0
"6644","Bulgaria","BGR","Liberia","LBR",2012,16
"6645","Bulgaria","BGR","Kuwait","KWT",2012,-1
"6654","Bulgaria","BGR","Hong Kong, China","HKG",2012,-45
"6680","Bulgaria","BGR","Chile","CHL",2012,16
"6693","Bulgaria","BGR","Malta","MLT",2012,-19
"6710","Bulgaria","BGR","Greece","GRC",2012,-111
"6721","Bulgaria","BGR","United Arab Emirates","ARE",2012,27
"6733","Bulgaria","BGR","Hungary","HUN",2012,60
"6735","Bulgaria","BGR","Kyrgyzstan","KGZ",2012,0
"6751","Bulgaria","BGR","Czech Republic","CZE",2012,46
"6753","Bulgaria","BGR","Montenegro","MNE",2012,0
"6760","Bulgaria","BGR","United States","USA",2012,4
"6764","Bulgaria","BGR","Liechtenstein","LIE",2012,1
"6768","Bulgaria","BGR","Lebanon","LBN",2012,0
"6809","Bulgaria","BGR","Bahrain","BHR",2012,0
"6817","Bulgaria","BGR","Luxembourg","LUX",2012,488
"6824","Bulgaria","BGR","New Zealand","NZL",2012,0
"6847","Bulgaria","BGR","Korea, Republic of","KOR",2012,41
"6854","Bulgaria","BGR","Spain","ESP",2012,5
"6857","Bulgaria","BGR","Guernsey","GGY",2012,0
"6867","Bulgaria","BGR","Anguilla","AIA",2012,0
"6876","Bulgaria","BGR","Bosnia and Herzegovina","BIH",2012,0
"6886","Bulgaria","BGR","CIS",NA,2012,308
"6888","Bulgaria","BGR","Cayman Islands","CYM",2012,5
"6935","Bulgaria","BGR","Oman","OMN",2012,25
"6961","Bulgaria","BGR","Namibia","NAM",2012,1
"6966","Bulgaria","BGR","Croatia","HRV",2012,2
"6974","Bulgaria","BGR","Cyprus","CYP",2012,127
"6978","Bulgaria","BGR","Trinidad and Tobago","TTO",2012,0
"6989","Bulgaria","BGR","Serbia and Montenegro","SRB",2012,0
"7030","Bulgaria","BGR","Azerbaijan","AZE",2012,1
"7037","Bulgaria","BGR","Singapore","SGP",2012,17
"7042","Bulgaria","BGR","Saudi Arabia","SAU",2012,0
"7050","Bulgaria","BGR","Finland","FIN",2012,4
"7052","Bulgaria","BGR","Morocco","MAR",2012,0
"7053","Bulgaria","BGR","Isle of Man","IMN",2012,0
"7060","Bulgaria","BGR","Russian Federation","RUS",2012,315
"7075","Bulgaria","BGR","French Polynesia","PYF",2012,0
"7077","Bulgaria","BGR","Guam","GUM",2012,0
"7096","Bulgaria","BGR","Monaco","MCO",2012,0
"7097","Bulgaria","BGR","Seychelles","SYC",2012,7
"7130","Bulgaria","BGR","Bermuda","BMU",2012,0
"7139","Bulgaria","BGR","Andorra","AND",2012,0
"7176","Bulgaria","BGR","Albania","ALB",2012,1
"7180","Bulgaria","BGR","France","FRA",2012,126
"7191","Bulgaria","BGR","Estonia","EST",2012,0
"7192","Bulgaria","BGR","Aruba","ABW",2012,0
"7194","Bulgaria","BGR","Turkey","TUR",2012,61
"7200","Bulgaria","BGR","Netherlands","NLD",2012,295
"7208","Bulgaria","BGR","Malaysia","MYS",2012,-1
"7225","Bulgaria","BGR","Ukraine","UKR",2012,-10
"7243","Bulgaria","BGR","India","IND",2012,1
"7261","Bulgaria","BGR","Romania","ROU",2012,11
"7272","Bulgaria","BGR","United Kingdom","GBR",2012,-78
"7278","Bulgaria","BGR","Jordan","JOR",2012,-6
"7305","Bulgaria","BGR","Thailand","THA",2012,0
"7311","Bulgaria","BGR","Iran, Islamic Republic of","IRN",2012,0
"7320","Bulgaria","BGR","Slovakia","SVK",2012,10
"7337","Bulgaria","BGR","Norway","NOR",2012,1
"7338","Bulgaria","BGR","Brazil","BRA",2012,5
"7341","Bulgaria","BGR","The FYR of Macedonia","MKD",2012,10
"7350","Bulgaria","BGR","Guatemala","GTM",2012,0
"7358","Bulgaria","BGR","Germany","DEU",2012,131
"7363","Bulgaria","BGR","Egypt","EGY",2012,0
"7383","Bulgaria","BGR","Georgia","GEO",2012,0
"7392","Bulgaria","BGR","Saint Kitts and Nevis","KNA",2012,0
"7395","Bulgaria","BGR","Moldova, Republic of","MDA",2012,1
"7408","Bulgaria","BGR","British Virgin Islands","VGB",2012,-67
"7409","Bulgaria","BGR","Panama","PAN",2012,-2
"7432","Bulgaria","BGR","Slovenia","SVN",2012,-5
"7438","Bulgaria","BGR","Sweden","SWE",2012,36
"7449","Bulgaria","BGR","Nigeria","NGA",2012,0
"7456","Bulgaria","BGR","Jersey","JEY",2012,1
"7467","Bulgaria","BGR","Kazakhstan","KAZ",2012,-1
"7485","Bulgaria","BGR","Latvia","LVA",2012,13
"7494","Bulgaria","BGR","Mexico","MEX",2012,1
"7509","Bulgaria","BGR","Antigua and Barbuda","ATG",2012,0
"5489","Burkina Faso","BFA","France","FRA",2001,8
"5495","Burkina Faso","BFA","United States","USA",2001,-1
"5480","Burkina Faso","BFA","France","FRA",2002,8
"5482","Burkina Faso","BFA","United States","USA",2002,-1
"5476","Burkina Faso","BFA","United States","USA",2003,0
"5492","Burkina Faso","BFA","France","FRA",2003,14
"5477","Burkina Faso","BFA","France","FRA",2004,30
"5479","Burkina Faso","BFA","United States","USA",2004,-3
"5478","Burkina Faso","BFA","United States","USA",2005,0
"5496","Burkina Faso","BFA","France","FRA",2005,30
"5483","Burkina Faso","BFA","France","FRA",2006,23
"5487","Burkina Faso","BFA","United States","USA",2006,0
"5475","Burkina Faso","BFA","United States","USA",2007,0
"5490","Burkina Faso","BFA","France","FRA",2007,0
"5481","Burkina Faso","BFA","France","FRA",2008,0
"5491","Burkina Faso","BFA","United States","USA",2008,0
"5486","Burkina Faso","BFA","France","FRA",2009,0
"5488","Burkina Faso","BFA","United States","USA",2009,0
"5474","Burkina Faso","BFA","France","FRA",2010,0
"5485","Burkina Faso","BFA","United States","USA",2010,0
"5473","Burkina Faso","BFA","United States","USA",2011,0
"5484","Burkina Faso","BFA","France","FRA",2011,0
"5493","Burkina Faso","BFA","France","FRA",2012,0
"5494","Burkina Faso","BFA","United States","USA",2012,0
"3532","Burundi","BDI","France","FRA",2001,0
"3535","Burundi","BDI","Germany","DEU",2001,0
"3538","Burundi","BDI","United States","USA",2001,0
"3547","Burundi","BDI","China","CHN",2001,0
"3583","Burundi","BDI","Belgium","BEL",2001,0
"3546","Burundi","BDI","United States","USA",2002,0
"3555","Burundi","BDI","China","CHN",2002,0
"3566","Burundi","BDI","Germany","DEU",2002,0
"3568","Burundi","BDI","France","FRA",2002,0
"3581","Burundi","BDI","Belgium","BEL",2002,0
"3541","Burundi","BDI","United States","USA",2003,0
"3557","Burundi","BDI","Belgium","BEL",2003,0
"3564","Burundi","BDI","Germany","DEU",2003,0
"3577","Burundi","BDI","China","CHN",2003,0
"3578","Burundi","BDI","France","FRA",2003,0
"3543","Burundi","BDI","China","CHN",2004,0
"3549","Burundi","BDI","United States","USA",2004,1
"3550","Burundi","BDI","Germany","DEU",2004,0
"3570","Burundi","BDI","Belgium","BEL",2004,0
"3580","Burundi","BDI","France","FRA",2004,1
"3554","Burundi","BDI","France","FRA",2005,2
"3561","Burundi","BDI","Germany","DEU",2005,0
"3567","Burundi","BDI","China","CHN",2005,0
"3579","Burundi","BDI","Belgium","BEL",2005,0
"3588","Burundi","BDI","United States","USA",2005,0
"3529","Burundi","BDI","United States","USA",2006,0
"3540","Burundi","BDI","Belgium","BEL",2006,0
"3542","Burundi","BDI","France","FRA",2006,-1
"3575","Burundi","BDI","China","CHN",2006,0
"3576","Burundi","BDI","Germany","DEU",2006,1
"3531","Burundi","BDI","France","FRA",2007,0
"3536","Burundi","BDI","United States","USA",2007,0
"3558","Burundi","BDI","Germany","DEU",2007,0
"3569","Burundi","BDI","China","CHN",2007,0
"3586","Burundi","BDI","Belgium","BEL",2007,0
"3530","Burundi","BDI","Belgium","BEL",2008,0
"3559","Burundi","BDI","United States","USA",2008,0
"3562","Burundi","BDI","China","CHN",2008,0
"3563","Burundi","BDI","France","FRA",2008,0
"3572","Burundi","BDI","Germany","DEU",2008,0
"3539","Burundi","BDI","France","FRA",2009,0
"3544","Burundi","BDI","United States","USA",2009,0
"3560","Burundi","BDI","Belgium","BEL",2009,0
"3573","Burundi","BDI","China","CHN",2009,1
"3582","Burundi","BDI","Germany","DEU",2009,0
"3534","Burundi","BDI","China","CHN",2010,0
"3552","Burundi","BDI","United States","USA",2010,0
"3584","Burundi","BDI","Germany","DEU",2010,0
"3585","Burundi","BDI","France","FRA",2010,0
"3587","Burundi","BDI","Belgium","BEL",2010,3
"3545","Burundi","BDI","France","FRA",2011,0
"3551","Burundi","BDI","United States","USA",2011,0
"3565","Burundi","BDI","Germany","DEU",2011,0
"3571","Burundi","BDI","China","CHN",2011,0
"3574","Burundi","BDI","Belgium","BEL",2011,1
"3533","Burundi","BDI","China","CHN",2012,2
"3537","Burundi","BDI","Belgium","BEL",2012,0
"3548","Burundi","BDI","France","FRA",2012,0
"3553","Burundi","BDI","Germany","DEU",2012,0
"3556","Burundi","BDI","United States","USA",2012,0
"36206","Cambodia","KHM","Portugal","PRT",2001,0
"36218","Cambodia","KHM","Australia","AUS",2001,-3
"36228","Cambodia","KHM","Belgium","BEL",2001,0
"36242","Cambodia","KHM","Canada","CAN",2001,5
"36244","Cambodia","KHM","Cyprus","CYP",2001,0
"36255","Cambodia","KHM","India","IND",2001,0
"36257","Cambodia","KHM","Uzbekistan","UZB",2001,0
"36276","Cambodia","KHM","United States","USA",2001,1
"36308","Cambodia","KHM","Kyrgyzstan","KGZ",2001,0
"36319","Cambodia","KHM","Spain","ESP",2001,0
"36338","Cambodia","KHM","Japan","JPN",2001,-2
"36345","Cambodia","KHM","New Zealand","NZL",2001,0
"36357","Cambodia","KHM","United Kingdom","GBR",2001,1
"36361","Cambodia","KHM","CIS",NA,2001,0
"36389","Cambodia","KHM","Netherlands","NLD",2001,0
"36408","Cambodia","KHM","Seychelles","SYC",2001,0
"36454","Cambodia","KHM","Malaysia","MYS",2001,11
"36461","Cambodia","KHM","Israel","ISR",2001,0
"36465","Cambodia","KHM","Saudi Arabia","SAU",2001,0
"36475","Cambodia","KHM","Viet Nam","VNM",2001,0
"36478","Cambodia","KHM","Taiwan Province of China","TWN",2001,60
"36479","Cambodia","KHM","France","FRA",2001,9
"36492","Cambodia","KHM","Samoa","WSM",2001,0
"36503","Cambodia","KHM","China","CHN",2001,3
"36511","Cambodia","KHM","Norway","NOR",2001,0
"36517","Cambodia","KHM","Korea, Republic of","KOR",2001,2
"36523","Cambodia","KHM","Italy","ITA",2001,0
"36542","Cambodia","KHM","Indonesia","IDN",2001,1
"36552","Cambodia","KHM","Hong Kong, China","HKG",2001,8
"36560","Cambodia","KHM","Singapore","SGP",2001,22
"36567","Cambodia","KHM","Thailand","THA",2001,3
"36579","Cambodia","KHM","Kazakhstan","KAZ",2001,0
"36589","Cambodia","KHM","Denmark","DNK",2001,0
"36607","Cambodia","KHM","Mauritius","MUS",2001,0
"36611","Cambodia","KHM","Sweden","SWE",2001,0
"36620","Cambodia","KHM","Russian Federation","RUS",2001,0
"36625","Cambodia","KHM","Philippines","PHL",2001,0
"36630","Cambodia","KHM","Germany","DEU",2001,0
"36186","Cambodia","KHM","Australia","AUS",2002,0
"36187","Cambodia","KHM","Italy","ITA",2002,0
"36202","Cambodia","KHM","Belgium","BEL",2002,0
"36205","Cambodia","KHM","Singapore","SGP",2002,-9
"36210","Cambodia","KHM","United States","USA",2002,7
"36219","Cambodia","KHM","Uzbekistan","UZB",2002,0
"36226","Cambodia","KHM","CIS",NA,2002,0
"36230","Cambodia","KHM","Kazakhstan","KAZ",2002,0
"36236","Cambodia","KHM","Seychelles","SYC",2002,0
"36238","Cambodia","KHM","Sweden","SWE",2002,0
"36239","Cambodia","KHM","Mauritius","MUS",2002,0
"36256","Cambodia","KHM","Korea, Republic of","KOR",2002,38
"36267","Cambodia","KHM","Cyprus","CYP",2002,0
"36269","Cambodia","KHM","Denmark","DNK",2002,0
"36282","Cambodia","KHM","Samoa","WSM",2002,0
"36285","Cambodia","KHM","China","CHN",2002,49
"36293","Cambodia","KHM","Japan","JPN",2002,2
"36303","Cambodia","KHM","Viet Nam","VNM",2002,27
"36306","Cambodia","KHM","United Kingdom","GBR",2002,-11
"36312","Cambodia","KHM","Netherlands","NLD",2002,2
"36348","Cambodia","KHM","Spain","ESP",2002,0
"36373","Cambodia","KHM","Taiwan Province of China","TWN",2002,-3
"36410","Cambodia","KHM","Kyrgyzstan","KGZ",2002,0
"36424","Cambodia","KHM","Norway","NOR",2002,0
"36429","Cambodia","KHM","Russian Federation","RUS",2002,0
"36435","Cambodia","KHM","Philippines","PHL",2002,1
"36436","Cambodia","KHM","Saudi Arabia","SAU",2002,0
"36443","Cambodia","KHM","France","FRA",2002,-14
"36444","Cambodia","KHM","Thailand","THA",2002,18
"36453","Cambodia","KHM","New Zealand","NZL",2002,0
"36494","Cambodia","KHM","Canada","CAN",2002,3
"36510","Cambodia","KHM","Germany","DEU",2002,0
"36522","Cambodia","KHM","Indonesia","IDN",2002,0
"36530","Cambodia","KHM","Portugal","PRT",2002,0
"36570","Cambodia","KHM","Malaysia","MYS",2002,-29
"36574","Cambodia","KHM","Israel","ISR",2002,0
"36578","Cambodia","KHM","India","IND",2002,0
"36585","Cambodia","KHM","Hong Kong, China","HKG",2002,-6
"36190","Cambodia","KHM","New Zealand","NZL",2003,0
"36207","Cambodia","KHM","Hong Kong, China","HKG",2003,5
"36221","Cambodia","KHM","Cyprus","CYP",2003,0
"36241","Cambodia","KHM","Italy","ITA",2003,0
"36251","Cambodia","KHM","Israel","ISR",2003,0
"36254","Cambodia","KHM","Australia","AUS",2003,1
"36264","Cambodia","KHM","Samoa","WSM",2003,0
"36265","Cambodia","KHM","Sweden","SWE",2003,0
"36266","Cambodia","KHM","Malaysia","MYS",2003,1
"36274","Cambodia","KHM","India","IND",2003,0
"36278","Cambodia","KHM","Viet Nam","VNM",2003,0
"36290","Cambodia","KHM","France","FRA",2003,1
"36317","Cambodia","KHM","Netherlands","NLD",2003,0
"36323","Cambodia","KHM","Uzbekistan","UZB",2003,0
"36326","Cambodia","KHM","Germany","DEU",2003,0
"36331","Cambodia","KHM","United Kingdom","GBR",2003,1
